reference_de_la_notice;region;commune;adresse_forme_editoriale;coordonnees;titre_courant;departement_en_lettres
ACR0000509;Grand Est;Colmar;14 rue d'Ostheim;"48.0864439999447, 7.33563132216416";Église Saint-Léon;Haut-Rhin
ACR0000512;Grand Est;Mulhouse;10 avenue du Général-Leclerc;"47.7426135626905, 7.342845827233841";Gare SNCF de Mulhouse;Haut-Rhin
ACR0000519;Grand Est;Châlons-en-Champagne;36 rue Jean-Jaurès;"48.9543394938063, 4.34957156957273";"Centre de tri postal, dit la Poste rouge, actuellement immeuble de bureaux";Marne
ACR0000521;Grand Est;Dontrien;Grande Rue;"49.2395738165836, 4.41292772384673";Église Saint-Laurent;Marne
ACR0000525;Grand Est;Epernay;5 rue Henri-Martin;"49.0400791605763, 3.95677201507542";Comité interprofessionnel du vin de Champagne (CIVC);Marne
ACR0000541;Grand Est;Reims;3 chaussée Bocquaine;"49.2498995467592, 4.02058032592308";Théâtre dit Comédie de Reims (ancienne maison de la culture);Marne
ACR0000542;Grand Est;Sermaize-les-Bains;8 place du Général-de-Gaulle;"48.7842560262709, 4.91097221707825";Mairie;Marne
ACR0000543;Grand Est;Sézanne;allée des sportifs;"48.7264690314523, 3.71800275103152";piscine Caneton;Marne
ACR0000545;Grand Est;Tinqueux;route de Soissons;;Hypermarché GEM (Actuellement Carrefour);Marne
ACR0000546;Grand Est;Vitry-le-François;place de la Halle;"48.7271998110105, 4.58468035271775";Halle;Marne
ACR0000552;Grand Est;Jarville-la-Malgrange;1 avenue du Général-de-Gaulle;"48.66693916489421, 6.20901872726092";Musée de l’histoire du Fer et centre de recherches de l’histoire de la sidérurgie (C.R.H.S.);Meurthe-et-Moselle
ACR0000559;Grand Est;Malzéville;Les Balcons de Velchée / rue Jean-René-Schwartz;"48.7175253655723, 6.18661330027621";ensemble résidentiel Les Balcons de Velchée;Meurthe-et-Moselle
ACR0000560;Grand Est;Marbache;rue Clémenceau;"48.7981746223062, 6.10511302726483";Chapelle de la Vierge-aux-Pauvres;Meurthe-et-Moselle
ACR0000565;Grand Est;Nancy;36 rue du Colonel-Paul-Daum 2 rue de Château-Salins / 6 et 30 rue Sébastien-Leclerc;"48.7007299603445, 6.19244356959071";Anciens grands moulins et silos Vilgrain;Meurthe-et-Moselle
ACR0000569;Grand Est;Nancy;1 rue Cyfflé;"48.6869984883476, 6.18205372726151";Lycée des métiers des industries graphiques Paul-Louis-Cyfflé;Meurthe-et-Moselle
ACR0000572;Grand Est;Nancy;1 rue Joseph-Cugnot;"48.67812006691, 6.20242166959002";immeuble dit tour siège des coopérateurs;Meurthe-et-Moselle
ACR0000573;Grand Est;Nancy;13-15 boulevard Joffre;"48.6884739665332, 6.17882118713371";Tour Joffre-Saint-Thiébaut;Meurthe-et-Moselle
ACR0000584;Grand Est;Eton;village;"49.2752667300716, 5.67995501836221";Ensemble du village;Meuse
ACR0000591;Grand Est;Denting;17 rue Principale;"49.1951118294407, 6.52899083402317";Ferme héréditaire de la Wiederaufbau;Moselle
ACR0000594;Grand Est;Forbach;place des Tilleuls;"49.1764823661622, 6.88609655370125";Église Notre-Dame du Wiesberg;Moselle
ACR0000614;Grand Est;Epinal;18-22 quai des Bons-Enfants;"48.1751297952282, 6.44553588955144";ancien Grand Hôtel et Palais de la Bière;Vosges
ACR0000623;Hauts-de-France;Condé-sur-l'Escaut;boulevard des Écoles;"50.449902, 3.5884709999999997";Groupe scolaire;Nord
ACR0000625;Hauts-de-France;Roubaix;23 rue de l'Espérance;"50.6932302619166, 3.16772485430795";"Musée d'Art et d'industrie, ancienne piscine";Nord
ACR0000626;Hauts-de-France;Roubaix;130 avenue du Parc des Sports;"50.6801392255121, 3.20489654376164";Stade-vélodrome André Pétrieux;Nord
ACR0000627;Hauts-de-France;Boulogne-sur-Mer;1-3 allée Gustave-Flaubert;"50.71872488987021, 1.60198584465825";"Chapelle, actuellement église paroissiale Saint-Jean-Baptiste";Pas-de-Calais
ACR0000631;Hauts-de-France;Touquet-Paris-Plage (Le);avenue du Château;"50.5174722386348, 1.59561345615196";lycée hôtelier du Touquet;Pas-de-Calais
ACR0000634;Hauts-de-France;Athies;"5, rue du Calvaire";"49.854746176763896, 2.980668876614465";Église Notre-Dame-de-l'Assomption;Somme
ACR0000639;Hauts-de-France;Proyart;rue de l'église;"49.8865822763485, 2.70735919307202";Église Saint-Vaast;Somme
ACR0000646;Hauts-de-France;Roisel;place du 11-novembre  1 bis place du Général-Leclerc;"49.9466392023304, 3.09795789611205";Mairie;Somme
ACR0000647;Hauts-de-France;Roisel;place du Général-Leclerc;"49.9469393420107, 3.09796818826006";Salle des fêtes et cinéma;Somme
ACR0000654;Île-de-France;Grigny;la Grande-Borne;"48.6525533714073, 2.37600566551151";La Grande Borne;Essonne
ACR0000676;Île-de-France;Meudon;route des Gardes;"48.8148448780182, 2.22049036640718";lotissement concerté dit lotissement MRU;Hauts-de-Seine
ACR0000687;Île-de-France;Rueil-Malmaison;32 rue Molière;"48.8776631877578, 2.18851679891807";Temple;Hauts-de-Seine
ACR0000689;Île-de-France;Saint-Cloud;68 avenue Maréchal Foch;"48.8484688864825, 2.2086308412451";Église Stella Matutina;Hauts-de-Seine
ACR0000699;Île-de-France;Paris 13e Arrondissement;90 rue de Tolbiac;"48.8287421012991, 2.36425995756686";"Centre universitaire Pierre-Mendès-France, site de Tolbiac";Paris
ACR0000707;Île-de-France;Paris 15e Arrondissement;81 rue d'Alleray;"48.8368432240641, 2.30861109843034";Église Notre-Dame-de-l'Arche-d'Alliance;Paris
ACR0000709;Île-de-France;Paris 15e Arrondissement;29 rue Dupleix;"48.851089056384, 2.29654805610203";Église Saint-Léon;Paris
ACR0000713;Île-de-France;Paris 17e Arrondissement;38 rue Épinettes;"48.89378948460871, 2.32053796774702";Chapelle Saint-Joseph-des-Epinettes;Paris
ACR0000716;Île-de-France;Paris 19e Arrondissement;211 avenue Jean-Jaurès;"48.8957852232312, 2.38799615795275";"Cité des sciences et de l’industrie, parc de la Villette";Paris
ACR0000720;Île-de-France;Paris 20e Arrondissement;75 rue Julien-Lacroix;"48.8713203540519, 2.38294136605281";Synagogue de Belleville;Paris
ACR0000726;Île-de-France;Paris 8e Arrondissement;place de l’Alma;"48.8649233300173, 2.30132182541744";Station Alma-Marceau de la ligne 9 du métropolitain;Paris
ACR0000727;Île-de-France;Paris 8e Arrondissement;place de la Madeleine;"48.8701232067492, 2.32487956959571";Station Madeleine de la ligne 14 du métropolitain (ligne Météor);Paris
ACR0000728;Île-de-France;Paris 9e Arrondissement;37-41 rue de la Victoire;"48.8752601886356, 2.33694087144524";Ancien siège de la Caisse centrale de réassurance;Paris
ACR0000733;Île-de-France;Moisenay;2 chemin du Moulin de la Roue;"48.5551522089552, 2.7489830002714";Ermitage Notre-Dame-de-Kazan;Seine-et-Marne
ACR0000737;Île-de-France;Aulnay-sous-Bois;42 rue du 8-mai-1945;"48.9475231336775, 2.5093038272692603";Chapelle Saint Paul d'Ambourget;Seine-Saint-Denis
ACR0000739;Île-de-France;Bagnolet;rue des Rigondes / cité des Mallasis;;"Cité des Malassis, Les Rigondes";Seine-Saint-Denis
ACR0000742;Île-de-France;Bobigny;1 avenue de l'Illustration;"48.9117852548797, 2.41674664261071";Église de-Tous-les-Saints;Seine-Saint-Denis
ACR0000747;Île-de-France;Livry-Gargan;19-21 rue Firmin-Didot;"48.911569474347, 2.52233313706255";Église Saint-Michel;Seine-Saint-Denis
ACR0000750;Île-de-France;Pantin;avenue Jean-Lolive / rue Victor-Hugo;"48.893376, 2.40828";Résidence Victor-Hugo;Seine-Saint-Denis
ACR0000755;Île-de-France;Saint-Denis;avenue Colonel-Fabien / allée Jean-Catelas;"48.9451282719253, 2.34882033599596";Cité Colonel-Fabien;Seine-Saint-Denis
ACR0000765;Île-de-France;Créteil;21-29 avenue du Général-de-Gaulle;"48.7835844344561, 2.44734291377127";Préfecture du Val-de-Marne;Val-de-Marne
ACR0000787;Île-de-France;Le Chesnay-Rocquencourt;Le Parc Rocquencourt;"48.837895, 2.115619";Résidence du Parc;Yvelines
ACR0000788;Île-de-France;Saint-Germain-en-Laye;résidence d'Hennemont;;Shape Village;Yvelines
ACR0000797;Martinique;Fort-de-France;place Nardal;"14.60381, -61.068419";Chapelle du Christ-Roi dite de Béthléem;
ACR0000806;Martinique;Fort-de-France;28-34 rue Lamartine  39 rue Moreau-de-Jonnès;"14.604810489731298, -61.0696118226928";Banque des Antilles françaises (BDAF);
ACR0000809;Martinique;Fort-de-France;8-10 rue Victor-Schoelcher  32-34 rue Antoine-Siger / 29 rue Lamartine;"14.604545269193798, -61.0693833558348";immeuble « Au Printemps » actuellement Galeries Lafayette;
ACR0000819;Mayotte;Mamoudzou;rue Sahararangue BC365 72 boulevard Zena-M'Déré;"-12.782151, 45.225297";Case Breslar;
ACR0000823;Normandie;Caen;23 place Saint-Paul;"49.1866311262647, -0.38973143039489";Église Saint-Paul;Calvados
ACR0000827;Normandie;Hérouville-Saint-Clair;place François Mitterrand / avenue de la Grande Cavée / esplanade François Rabelais;"49.20311400000001, -0.33311700000000005";Citadelle Douce et ses abords;Calvados
ACR0000855;Normandie;Granville;22 bis rue Général-Patton / 13 rue Ernest-Lefranc;"48.8387031416364, -1.59652877383905";marché couvert;Manche
ACR0000858;Normandie;Laulne;;"49.2505201466373, -1.47118644801399";Église Saint-Cyr-et-Sainte-Julitte;Manche
ACR0000859;Normandie;Montmartin-sur -Mer;6 rue Pierre-des-Touches;"49.358991, 0.075119";Bureau de poste;Manche
ACR0000860;Normandie;Pont-Hébert;rue de la Libération;"49.16554910604311, -1.12765413523623";Église Saint-Aubin;Manche
ACR0000866;Normandie;Alençon;place du Général-Bonet;"48.4316442227123, 0.0922740193441083";"Ancienne gare routière, actuellement pépinière d’entreprise et bureaux de France 3 Basse-Normandie";Orne
ACR0000867;Normandie;Alençon;route d'Ecouves rue Lazare-Carnot;"48.4482387334724, 0.08780821083251211";Château d'eau;Orne
ACR0000877;Normandie;Saint-Pierre-du-Regard;6 rue de la Roque;"49.165471, -0.182198";Église;Orne
ACR0000884;Normandie;Bonsecours;Eauplet / République (rue de la) 1;;Magasin coopératif dit COOP de la République;Seine-Maritime
ACR0000885;Normandie;Canteleu;quai du Danemark;;Centrale thermique dite centrale de Dieppedalle;Seine-Maritime
ACR0000889;Normandie;Dieppe;54 rue du Faubourg de la Barre;"49.9226843733618, 1.07000799846274";Maison dite villa Simon;Seine-Maritime
ACR0000891;Normandie;Dieppe;;"49.925814128784126, 1.0799869557504889";Quincaillerie Leveau;Seine-Maritime
ACR0000893;Normandie;Fécamp;Cap Fagnet;;Station de radiodétection de la Kriegsmarine;Seine-Maritime
ACR0000913;Normandie;Havre (Le);rue des Chargeurs réunis;"49.4837118855945, 0.138507800055589";"Bureau d'embauche des dockers (BCMO), actuellement salle de sports Lucien Nolent";Seine-Maritime
ACR0000920;Normandie;Louvetot;481 route d'Yvetot;"49.5732857146592, 0.726863870013352";Émetteur Radio-Normandie;Seine-Maritime
ACR0000947;Nouvelle-Aquitaine;Royan;13 place Docteur-Gantier;"45.6248726638067, -1.01767308816923";gare routière;Charente-Maritime
ACR0000959;Nouvelle-Aquitaine;Egletons;;"45.417927, 2.060541";stade municipal;Corrèze
ACR0000967;Nouvelle-Aquitaine;Chénérailles;32 route de Gouzon;"46.11353132479401, 2.17572172203275";Bains-douches;Creuse
ACR0000977;Nouvelle-Aquitaine;Parthenay;39 rue Blaise-Pascal;"46.6362259806764, -0.254536672798049";Groupe scolaire La Mara;Deux-Sèvres
ACR0000978;Nouvelle-Aquitaine;Parthenay;22 boulevard de la Meilleraye;"46.6488163363522, -0.24713687027901296";Palais des Congrès;Deux-Sèvres
ACR0000986;Nouvelle-Aquitaine;Eyzies (Les);1 rue du Musée;"44.93608, 1.01363";Musée national de la préhistoire;Dordogne
ACR0000988;Nouvelle-Aquitaine;Rouffignac - Saint-Cernin-de-Reilhac;place de la Mairie;"45.0475717534596, 0.979047050620499";Hôtel de ville;Dordogne
ACR0000997;Nouvelle-Aquitaine;Bordeaux;2 rue Jules-Ferry / Caudéran;"44.841683, -0.601088";cité administrative;Gironde
ACR0000998;Nouvelle-Aquitaine;Bordeaux;17 rue Budos;"44.826344, -0.586203";Cité universitaire de Budos;Gironde
ACR0001002;Nouvelle-Aquitaine;Bordeaux;75 cours du Médoc;"44.83855, -0.587382";Établissement vinicole dit Établissement Calvet;Gironde
ACR0001005;Nouvelle-Aquitaine;Bordeaux;rue Galin;"44.846033, -0.59578";Piscine Galin;Gironde
ACR0001007;Nouvelle-Aquitaine;Bordeaux;39 cours de Luze / cité du Grand-Parc;"44.8571695620072, -0.578915625581487";Salle des fêtes de la Cité du Grand-Parc;Gironde
ACR0001012;Nouvelle-Aquitaine;Bordeaux;30 rue des Frères-Bonie;"44.836555000000004, -0.580363";Tribunal de grande instance;Gironde
ACR0001018;Nouvelle-Aquitaine;Verdon-sur-Mer (Le);;"45.54603000000001, -1.061754";"Batterie des Arros, GI305a";Gironde
ACR0001019;Nouvelle-Aquitaine;Verdon-sur-Mer (Le);;"45.54603000000001, -1.061754";"Batterie des Arros, GI307";Gironde
ACR0001029;Nouvelle-Aquitaine;Talence;9 avenue François-Rabelais;"44.796862, -0.598254";Institut régional du Travail social;Gironde
ACR0001033;Nouvelle-Aquitaine;Cieux;;"45.98847, 0.9984659999999999";ancienne colonie de vacances du Four;Haute-Vienne
ACR0001036;Nouvelle-Aquitaine;Limoges;ZAC Beaubrueil;"45.8727868811953, 1.29840646371572";château d'eau de Beaubreuil;Haute-Vienne
ACR0001043;Nouvelle-Aquitaine;Limoges;29 rue Jean Jaurès;"45.83093100000001, 1.259215";immeuble Marquès;Haute-Vienne
ACR0001045;Nouvelle-Aquitaine;Limoges;place Stalingrad;"45.8321898062548, 1.25862042895432";Opéra théâtre;Haute-Vienne
ACR0001047;Nouvelle-Aquitaine;Limoges;avenue d'Ester;"45.8609167780163, 1.2927175802646003";Ester technopole : bâtiment central;Haute-Vienne
ACR0001050;Nouvelle-Aquitaine;Saint-Laurent-les-Églises;;"45.9411898032572, 1.50712348811461";pont du Dognon;Haute-Vienne
ACR0001051;Nouvelle-Aquitaine;Saint-Yrieix-la-Perche;6 avenue Maréchal-Lattre-de-Tassigny;"45.5120618294329, 1.2063171136769701";centre culturel Jean-Pierre Fabrègue;Haute-Vienne
ACR0001052;Nouvelle-Aquitaine;Soorts-Hossegor;59 allée Louis-Pasteur;"43.659733, -1.429208";Église de la Trinité;Landes
ACR0001054;Nouvelle-Aquitaine;Mont-de-Marsan;place des Arênes;"43.885939, -0.502931";Arênes du Plumaçon;Landes
ACR0001066;Nouvelle-Aquitaine;Anglet;54 rue Hausquette;"43.489364, -1.51071";Villa El Hogar actuellement salle communale;Pyrénées-Atlantiques
ACR0001068;;Bayonne;rue Jules-Labat;;ancien garage Nivadour;Pyrénées-Atlantiques
ACR0001072;Nouvelle-Aquitaine;Bayonne;2 chemin de l'Abbé Édouard-Cestac;"43.4987970762538, -1.45478787351149";Cité des Hauts-de-Sainte-Croix;Pyrénées-Atlantiques
ACR0001077;Nouvelle-Aquitaine;Pau;2 avenue Jeliotte;"43.3008572805574, -0.349584417068875";Villa Lartigue;Pyrénées-Atlantiques
ACR0001083;Occitanie;Coursan;37 rue de l'Espérance;"43.2370042343739, 3.06348001960359";cave coopérative vinicole;Aude
ACR0001085;Occitanie;Gruissan;;"43.107046, 3.09785";Station balnéaire de Gruissan : le port (immeubles sur le bassin principal avec capitainerie);Aude
ACR0001086;Occitanie;Leucate;;"42.851588, 3.039022";Station balnéaire de Port Leucate / VVF les Rives des Corbières / village grec / station balnéaire de la Mission Racine;Aude
ACR0001088;Occitanie;Ouveillan;rue Coluche;"43.2921632935796, 2.97102838519715";cave coopérative vinicole;Aude
ACR0001096;Occitanie;Aubais;chemin de Junas;"43.7589727054219, 4.1421543679788";cave coopérative vinicole;Gard
ACR0001100;Occitanie;Beaucaire;1 avenue Jules-Ferry impasse Jean-Macé;"43.810434, 4.630475";Groupe scolaire Puech-Cabrier;Gard
ACR0001102;Occitanie;Bouillargues;;;"Réservoir d'eau de BRL, dit de l'Amarine";Gard
ACR0001126;Occitanie;Vauvert;128 avenue des Costières;"43.646028, 4.295747";cave coopérative vinivole de Gallician;Gard
ACR0001131;Occitanie;Portet-sur-Garonne;D120 Cardinal Saliège (avenue du);"43.534077, 1.384186";Usine des eaux de Clairfont;Haute-Garonne
ACR0001133;Occitanie;Poucharramet;Route départementale D43;"43.418982, 1.1800520000000003";Villa Chancholle;Haute-Garonne
ACR0001135;Occitanie;Toulouse;11 allée du Professeur Camille- Soula;"43.58214400000001, 1.435474";Restaurant universitaire Daniel-Faucher;Haute-Garonne
ACR0001136;Occitanie;Toulouse;11 Boulevard Griffoul-Dorval;"43.592111, 1.459428";Archives départementales de la Haute-Garonne;Haute-Garonne
ACR0001138;Occitanie;Toulouse;5 rue Jean Aillet;"43.594503, 1.454995";Cité HBM du Grand-Rond et caserne Genes Lougnon;Haute-Garonne
ACR0001145;Occitanie;Toulouse;boulevard Saint-Michel;"43.596827, 1.370474";Pont Saint-Michel;Haute-Garonne
ACR0001164;Occitanie;Balaruc-les-Bains;rue du Stade;"43.43870402118199, 3.6732727073910643";"VVF Belambra Club ""Les Rives de Thau""";Hérault
ACR0001176;Occitanie;Montpellier;1 place Francis Ponge;"43.609028, 3.8842200000000005";Ancienne mairie de Montpellier;Hérault
ACR0001185;Occitanie;Sète;quai Maximin-Licciardi;"43.397846, 3.6964490000000003";"Marché aux poissons, criée";Hérault
ACR0001188;Occitanie;Sussargues;9 rue des Fontaines;"43.7117165461254, 4.00741171215519";villa Brun-Gérente;Hérault
ACR0001190;Occitanie;Prayssac;;"44.5017130276363, 1.20124319435355";Village de vacances;Lot
ACR0001193;Occitanie;Perpignan;10 rue de la Barre;"42.6994233552974, 2.89421339676509";immeuble;Pyrénées-Orientales
ACR0001194;Occitanie;Perpignan;7 rue de la Barre;"42.699346369203205, 2.89496455996756";immeuble Monoprix;Pyrénées-Orientales
ACR0001209;Occitanie;Gaillac;Parc de Foucaud;"44.349736, 2.037981";Bains-douches municipaux;Tarn
ACR0001211;Occitanie;Albefeuille-Lagarde;rue Paul Roussel / Route départementale 72;"44.06637027162477, 1.2778622734770775";Mairie-école;Tarn-et-Garonne
ACR0001216;Pays de la Loire;Nantes;1 place Alexis-Ricordeau;"47.2120234704724, -1.55435988232658";centre hospitalier universitaire;Loire-Atlantique
ACR0001219;Pays de la Loire;Nantes;chemin du Censive du Tertre;"47.2443762167355, -1.55146844394496";Faculté de droit et des sciences politiques;Loire-Atlantique
ACR0001223;Pays de la Loire;Nantes;rue de Talensac / rue de la Basse-Porte / rue Jeannne d'Arc / rue de Bel Air;"47.221375712898, -1.55762267887684";Marché de Talensac;Loire-Atlantique
ACR0001225;Pays de la Loire;Rezé;36 rue Alsace Lorraine;"47.192744307247914, -1.5462044901511782";église Notre-Dame-du-Rosaire;Loire-Atlantique
ACR0001227;Pays de la Loire;Saint-Brevin-les-Pins;;"47.235609782253, -2.18108216864023";Blockhaus du Pointeau;Loire-Atlantique
ACR0001228;Pays de la Loire;Saint-Brevin-les-Pins;9 avenue Guitton-Lainé;"47.2259776330713, -2.16766399687171";Villa Chupin;Loire-Atlantique
ACR0001246;Pays de la Loire;Flèche (La);Espace Pierre-Mendès-France;"47.6961344503234, -0.0746181382377263";Extension de l'hôtel de ville;Sarthe
ACR0001252;Pays de la Loire;Guérinière (La);;"46.9648821301268, -2.24507050044771";Blockhaus;Vendée
ACR0001264;Provence-Alpes-Côte d'Azur;Antibes;chemin du Pas-du-Diable;"43.556355, 7.122319";"""Villa"" La Calade""""";Alpes-Maritimes
ACR0001281;Provence-Alpes-Côte d'Azur;Nice;98 boulevard Édouard-Herriot (boulevard) 98;"43.692341, 7.237537";Faculté de lettres;Alpes-Maritimes
ACR0001283;Provence-Alpes-Côte d'Azur;Nice;36 avenue du Docteur-Ménard;"43.709032, 7.268829";Musée Chagall;Alpes-Maritimes
ACR0001294;Provence-Alpes-Côte d'Azur;Roquebrune-Cap-Martin;cimetière;"43.76473, 7.463630000000001";Tombe de Le Corbusier;Alpes-Maritimes
ACR0001295;Provence-Alpes-Côte d'Azur;Saint-André-de-la-Roche;route de Levens;"43.748957, 7.285053";silos de la carrière;Alpes-Maritimes
ACR0001298;Provence-Alpes-Côte d'Azur;Saint-Laurent-du-Var;131 avenue Verdun;"43.658729, 7.192365999999999";Résidence Horizon 80;Alpes-Maritimes
ACR0001299;Provence-Alpes-Côte d'Azur;Saint-Paul-de-Vence;623 chemin des Gardettes;"43.702435, 7.116816";Fondation Maeght;Alpes-Maritimes
ACR0001308;Provence-Alpes-Côte d'Azur;Villefranche-sur-Mer;lotissement du Castellet  avenue Galtier;"43.715769, 7.316444000000001";Villa Laude et Dujardin;Alpes-Maritimes
ACR0001314;Provence-Alpes-Côte d'Azur;Aix-en-Provence;6 avenue Benjamin Abram;"43.522964, 5.447732";cité universitaire Abram;Bouches-du-Rhône
ACR0001315;Provence-Alpes-Côte d'Azur;Aix-en-Provence;57 rue Emile Tavan;"43.529951, 5.442005";École supérieure d'art d'Aix-en-Provence Félix Ciccolini;Bouches-du-Rhône
ACR0001317;Provence-Alpes-Côte d'Azur;Aix-en-Provence;Fontenaille avenue J & M;"43.534237, 5.467929";Le Petit Nice;Bouches-du-Rhône
ACR0001325;Provence-Alpes-Côte d'Azur;Arles;route départementale 572 Saliers par Arles;"43.633215, 4.746994";Hôtel Les Cabanettes;Bouches-du-Rhône
ACR0001327;Provence-Alpes-Côte d'Azur;Arles;915 chemin de la Batelle;"43.642382, 4.727331";Villa Bank;Bouches-du-Rhône
ACR0001338;Provence-Alpes-Côte d'Azur;Marignane;site de l'Aéroport / le long du CD 48;"43.427613, 5.219452";Hangars aéronautiques;Bouches-du-Rhône
ACR0001342;Provence-Alpes-Côte d'Azur;Marseille 11e Arrondissement;173 boulevard de Saint-Loup;"43.2849931415908, 5.43731488478007";Station-service;Bouches-du-Rhône
ACR0001343;Provence-Alpes-Côte d'Azur;Marseille 11e Arrondissement;avenue de la Gare - La Millière-Saint-Menet;"43.289439, 5.496495";Usine Nestlé;Bouches-du-Rhône
